Mrrgria's Favor,0,52389,54939,56009,60906,61915,60775,65274,65680,69966,69035,71451,75531,75817,78330,79098,82315,0,0,0
Twisting Wind,0,56187,61489,62876,65536,68136,70210,75614,78697,84371,86083,90809,95060,99162,103570,108680,114345,0,0,0
Spectral Thurible,0,62150,64110,66118,67719,71258,71798,74313,76639,78533,82532,84284,86837,91706,94094,99844,100627,0,0,0
Stat Haste,0,78979,83954,84952,89186,92654,95398,100180,105419,109543,110225,115877,122943,126298,131784,134911,137827,0,0,0
Acrid Catalyst Injector,0,0,106879,107262,111139,117079,122451,126360,128663,134404,137773,143159,151023,154258,158194,166363,171024,0,0,0
Vitality Resonator,0,0,75530,79338,81030,86452,88096,91275,95550,97917,101342,107660,110925,113403,119140,120422,128138,0,0,0
Tome of Unraveling Sanity,0,78449,80484,88468,89692,93386,98875,101721,105787,110362,113435,120682,125272,131633,137273,143662,146827,0,0,0
KiljaedensBurningWish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183579
Terminus Signaling Beacon,0,0,71839,71641,74654,76120,78369,81201,85103,86401,89601,94820,94301,97727,101357,104724,111564,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164213
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210448
Eyasu's Mulligan,0,81693,86367,87697,92974,92768,95558,102055,105021,108601,112943,116396,122488,124327,130813,137103,141897,0,0,0
Darkmoon Deck: Hellfire,80578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astral Alchemist Stone,0,0,0,0,0,0,92873,0,0,0,0,0,0,0,0,0,0,0,0,0
